aggregate,score_biology,score_chemistry,score_physics,score_math,score_english,score_government,score_literature,score_accounting,score_business_management,score_art,score_agriculture,score_ict,interest_healthcare,interest_technology,interest_business,interest_creative,interest_engineering,interest_law,interest_education,interest_agriculture,target
9,81,68,100,80,83,71,73,100,65,68,79,91,5,6,9,6,1,1,2,6,Medical Doctor
25,68,68,82,64,50,94,71,84,89,40,49,59,1,1,8,4,1,1,2,8,Teacher
22,52,91,74,54,84,64,63,56,74,54,53,40,1,7,8,6,7,0,1,7,Teacher
28,70,50,40,77,70,50,93,47,59,56,49,52,9,8,7,1,8,7,3,2,Teacher
35,54,99,63,69,82,46,51,40,52,59,61,64,7,9,6,1,7,7,4,6,Teacher
19,79,85,48,86,77,82,74,84,75,74,98,76,8,7,9,4,9,2,6,1,Accountant
9,100,93,100,92,100,61,97,90,70,100,70,97,9,9,7,5,9,7,1,5,Medical Doctor
11,91,64,84,84,55,90,100,96,100,94,84,56,1,9,4,9,8,1,1,4,Pharmacist
14,97,100,74,95,44,87,59,95,98,89,74,64,0,0,6,4,0,7,5,4,Electrical Engineer
29,55,66,58,47,64,61,40,74,41,60,54,62,4,5,7,9,5,5,5,0,Teacher
27,64,56,61,42,60,40,67,50,53,61,44,44,5,5,1,2,9,8,7,7,Teacher
30,65,64,47,48,44,40,44,70,54,71,40,66,8,2,3,5,2,9,6,7,Teacher
24,61,40,48,69,60,81,46,80,55,54,54,52,0,9,0,9,4,7,6,6,Teacher
10,89,92,100,100,61,55,93,93,100,90,76,100,2,6,3,9,3,0,7,3,Architect
17,73,63,66,63,82,80,90,78,68,81,92,83,5,9,6,1,4,5,2,3,Business Analyst
23,44,60,61,59,71,89,76,53,80,82,74,90,2,8,8,7,6,7,3,6,Teacher
13,78,93,73,81,78,43,72,80,67,78,100,94,6,3,3,4,3,4,6,5,Pharmacist
30,66,68,87,62,60,70,63,42,59,50,69,41,4,1,2,5,2,0,4,9,Teacher
32,73,79,40,61,55,54,46,54,93,71,58,40,9,6,8,8,9,0,5,6,Teacher
32,57,72,48,67,68,64,56,69,51,40,54,60,6,4,6,3,9,3,1,7,Teacher
24,58,76,46,56,88,66,67,61,92,71,86,55,3,3,6,6,5,2,5,8,Teacher
28,71,73,62,40,90,69,67,73,40,52,69,57,3,9,2,6,3,2,1,3,Teacher
9,67,85,87,100,84,71,69,100,76,87,60,100,5,4,3,3,2,3,3,6,Medical Doctor
33,58,71,74,89,52,52,62,85,51,55,51,57,6,2,1,8,6,3,9,4,Teacher
10,55,81,84,74,84,100,74,75,88,86,81,71,0,7,9,6,1,0,6,7,Architect
9,68,70,88,96,77,74,63,100,92,100,87,98,6,1,6,0,9,3,9,2,Lawyer
35,93,57,65,64,66,44,55,53,69,61,74,64,0,5,3,7,2,0,9,0,Teacher
19,55,80,65,77,87,70,81,53,68,78,53,93,3,0,7,3,6,9,1,5,Teacher
12,72,92,83,95,67,94,91,71,84,71,90,100,9,5,0,6,4,4,8,5,Lawyer
23,44,52,40,59,49,81,43,86,86,58,40,72,9,2,9,6,3,5,5,2,Teacher
13,69,76,91,85,60,100,86,74,78,76,74,97,2,9,0,5,2,0,6,5,Civil Engineer
28,60,58,66,70,61,56,72,78,84,70,49,99,1,9,2,3,0,1,4,5,Teacher
9,81,76,66,84,74,66,76,100,78,78,86,100,6,4,6,0,1,3,9,1,Medical Doctor
23,68,69,60,62,43,61,76,62,40,92,52,68,7,4,3,9,1,0,1,6,Teacher
20,42,64,80,82,84,68,61,75,67,49,55,79,5,6,2,4,4,3,9,9,Accountant
15,49,76,84,91,77,49,85,83,99,100,78,63,9,4,1,1,8,8,1,0,Accountant
30,74,42,52,84,63,58,53,71,47,73,52,47,1,0,9,7,7,0,6,2,Teacher
7,83,100,57,94,95,83,91,78,79,98,52,82,2,4,5,2,5,4,6,9,Medical Doctor
27,67,65,57,53,68,74,64,83,77,53,71,100,0,9,2,3,7,0,6,3,Teacher
24,64,77,63,62,72,40,69,40,62,51,46,86,1,6,2,5,8,2,9,9,Teacher
19,93,98,73,68,91,71,66,69,87,71,68,59,4,8,2,7,1,9,0,6,Accountant
26,61,72,79,49,44,77,62,68,55,56,43,75,9,4,6,4,7,9,1,5,Teacher
27,55,67,41,92,40,40,77,77,61,89,72,50,1,3,6,8,3,9,2,6,Teacher
10,82,100,70,95,85,82,84,58,94,72,86,76,1,1,8,6,4,8,7,9,Civil Engineer
13,93,89,57,72,82,100,47,80,55,83,85,79,7,6,6,0,4,3,4,5,Nurse
34,60,54,42,80,76,64,64,63,53,51,83,69,8,8,0,6,8,3,2,0,Teacher
29,54,68,76,64,84,83,86,44,58,62,44,57,6,1,8,0,3,5,2,5,Teacher
19,66,72,65,55,84,69,65,69,72,48,40,96,5,7,4,6,1,0,7,4,Accountant
12,82,82,68,100,62,59,59,81,84,66,100,74,5,1,2,5,1,5,5,1,Architect
23,46,89,90,86,50,88,77,63,50,63,83,75,7,2,2,1,8,4,8,6,Teacher
34,61,51,42,63,60,40,40,60,84,41,40,60,5,3,4,9,9,4,3,0,Teacher
27,51,59,41,60,62,60,48,76,68,57,57,48,4,7,7,9,9,9,9,4,Teacher
24,61,54,50,59,40,93,59,81,100,53,69,71,9,6,4,4,7,7,7,2,Teacher
6,80,85,69,83,100,89,81,62,67,70,91,100,7,8,0,1,2,6,4,1,Medical Doctor
29,40,70,67,49,52,51,63,53,43,88,63,40,0,7,7,8,9,0,1,5,Teacher
19,60,44,69,51,63,97,64,49,81,73,86,71,0,4,3,8,3,5,9,2,Accountant
29,54,68,67,62,49,44,48,57,53,42,56,50,5,8,6,6,0,7,5,4,Teacher
14,76,81,84,72,75,80,40,87,64,74,68,90,6,5,9,9,3,4,1,6,Electrical Engineer
28,54,61,69,40,40,64,56,42,54,63,66,42,2,9,4,7,0,2,7,6,Teacher
17,64,70,71,57,84,76,100,81,77,57,73,84,6,6,4,9,6,9,2,3,Nurse
7,91,74,60,63,100,80,64,80,76,73,82,100,1,1,4,2,2,9,7,0,Medical Doctor
30,50,54,56,54,52,93,59,54,65,80,51,74,6,6,7,4,3,0,7,5,Teacher
15,50,79,79,58,79,61,83,86,85,92,84,89,4,8,2,8,9,5,9,9,Civil Engineer
15,52,85,84,70,83,71,100,94,69,76,100,84,1,6,2,5,8,9,7,5,Civil Engineer
26,75,61,75,53,76,45,40,68,75,63,89,56,3,0,0,8,0,1,6,1,Teacher
15,61,88,74,80,89,72,57,75,64,92,93,87,4,1,8,2,1,3,3,9,Pharmacist
34,65,41,78,40,52,40,63,54,40,91,40,59,2,6,5,2,1,3,0,9,Teacher
28,66,42,61,53,67,68,43,70,66,57,53,53,0,1,3,2,4,3,1,8,Teacher
17,72,67,79,68,62,69,43,44,60,56,84,93,6,0,1,5,6,7,3,2,Software Engineer
7,85,83,95,94,73,100,69,69,100,88,92,80,7,3,6,8,1,8,5,8,Medical Doctor
10,93,99,84,79,78,70,100,91,74,67,88,93,5,4,4,2,4,7,1,2,Pharmacist
34,40,54,56,40,51,54,81,40,61,65,70,76,7,2,6,9,3,2,2,5,Teacher
29,74,67,78,48,56,60,46,79,68,66,40,42,6,9,1,2,0,2,7,4,Teacher
26,57,82,63,50,58,74,64,46,61,60,41,76,4,5,2,1,2,4,9,8,Teacher
15,82,76,77,79,49,72,83,80,72,69,74,75,2,5,6,3,2,2,3,2,Accountant
11,98,81,100,70,80,100,90,79,69,66,64,98,3,0,6,7,3,8,7,9,Architect
31,41,85,61,63,69,40,74,43,72,40,67,62,6,4,4,2,7,2,6,0,Teacher
8,75,100,91,80,86,100,99,100,77,91,84,91,8,2,2,7,5,0,1,9,Medical Doctor
13,80,80,100,91,89,82,73,96,74,100,83,90,5,4,2,7,4,9,8,3,Civil Engineer
25,57,58,63,41,45,43,63,63,62,69,67,40,2,7,9,7,2,3,5,0,Teacher
6,100,91,86,100,93,89,78,100,76,100,69,97,9,5,1,7,0,1,4,5,Medical Doctor
18,45,84,61,100,82,73,82,56,100,68,94,81,6,4,5,3,0,6,1,6,Business Analyst
31,40,60,84,40,54,61,43,40,53,51,70,51,3,5,3,1,7,0,4,2,Teacher
6,96,86,60,97,78,91,94,84,86,100,64,72,1,3,7,8,7,9,9,0,Medical Doctor
21,73,41,70,47,61,61,75,65,50,90,51,76,7,0,4,3,7,9,1,9,Teacher
23,75,79,65,72,71,40,55,40,59,64,66,58,0,4,3,1,2,0,5,9,Teacher
15,90,68,83,78,93,87,70,54,61,81,76,77,8,7,1,5,4,1,7,0,Software Engineer
30,65,70,47,67,50,46,88,53,40,53,56,73,7,0,5,1,4,8,0,5,Teacher
10,94,90,88,79,100,100,83,85,57,85,73,100,0,7,5,7,7,8,3,2,Medical Doctor
35,58,65,53,61,65,87,58,67,54,62,65,56,1,2,3,0,8,8,2,4,Teacher
10,77,92,77,87,73,100,95,68,78,75,81,96,5,2,6,9,9,8,0,2,Civil Engineer
31,56,49,72,70,57,59,62,83,42,64,63,74,8,2,4,0,9,6,7,7,Teacher
31,40,46,40,48,84,40,40,67,47,74,77,40,5,3,5,1,3,3,9,4,Teacher
8,78,81,100,99,65,81,100,45,54,100,87,85,7,8,8,5,6,4,9,3,Medical Doctor
24,75,72,47,52,49,42,40,40,68,60,66,65,1,2,6,9,8,4,4,8,Teacher
13,57,90,61,65,91,99,67,86,80,55,77,96,3,2,6,5,7,7,7,4,Accountant
33,41,64,66,49,40,72,45,41,45,59,56,50,5,8,6,0,5,1,1,2,Teacher
21,66,66,78,57,79,94,79,60,75,71,49,81,6,9,0,4,6,2,9,2,Teacher
7,65,85,90,70,95,100,77,95,86,92,99,83,6,1,2,4,7,8,8,0,Medical Doctor
10,75,84,98,87,79,93,90,78,51,100,76,96,7,6,9,9,0,0,0,3,Civil Engineer
19,78,91,70,53,72,70,70,74,100,80,49,73,4,7,1,3,3,0,4,4,Accountant
20,61,59,83,88,73,55,60,48,77,66,69,80,4,3,3,4,8,7,6,2,Teacher
28,77,52,84,45,52,40,40,79,46,66,40,58,8,4,3,1,7,8,5,5,Teacher
10,100,87,89,80,100,90,83,92,89,100,84,96,9,8,0,6,3,1,7,9,Electrical Engineer
30,50,62,74,60,68,65,61,40,63,40,61,45,5,9,0,7,1,1,1,0,Teacher
29,73,76,51,64,40,67,63,54,43,43,80,77,0,2,2,1,3,4,2,6,Teacher
10,87,79,93,63,79,74,75,72,82,82,77,59,3,2,8,5,6,5,7,0,Civil Engineer
27,55,40,68,65,92,63,46,74,74,79,40,49,0,1,5,6,1,0,5,9,Teacher
16,51,59,77,79,81,66,82,76,99,69,48,85,3,6,5,9,3,2,3,1,Civil Engineer
19,94,63,63,70,92,62,52,91,61,88,61,68,9,9,9,3,1,7,2,9,Agricultural Scientist
23,76,66,88,47,83,69,100,65,48,63,50,85,6,7,6,5,1,4,5,1,Teacher
9,100,79,80,88,96,100,85,92,86,82,57,89,2,2,7,2,9,5,5,4,Medical Doctor
25,83,50,64,58,66,67,71,55,78,75,57,86,8,7,1,1,8,1,9,6,Teacher
32,48,54,60,79,66,78,55,76,75,68,40,70,0,2,8,5,1,7,9,2,Teacher
15,70,58,81,75,70,68,74,79,82,97,93,75,1,0,1,3,3,6,2,6,Software Engineer
14,86,85,92,79,74,61,77,71,78,80,100,67,8,2,2,7,4,0,8,1,Electrical Engineer
16,91,65,74,79,40,84,88,89,82,76,78,92,1,2,9,6,5,7,0,7,Agricultural Scientist
6,97,76,100,100,88,100,99,92,100,79,77,91,6,6,4,1,1,8,0,0,Medical Doctor
13,78,83,100,75,80,67,51,84,97,100,77,76,3,1,2,6,7,0,7,7,Software Engineer
8,100,100,99,69,80,58,100,100,75,100,91,78,9,8,0,1,6,6,0,7,Medical Doctor
32,68,69,80,40,50,40,59,55,47,100,43,50,4,9,2,8,0,5,6,0,Teacher
19,63,88,61,58,77,60,77,79,77,89,65,63,3,7,7,9,6,2,9,3,Agricultural Scientist
28,40,61,59,77,42,40,100,66,42,69,40,61,2,0,3,4,5,5,6,5,Teacher
20,66,53,69,40,46,85,54,86,100,72,73,81,8,2,0,5,1,0,3,8,Accountant
33,66,51,47,57,75,71,58,45,40,58,62,81,7,0,3,5,9,1,6,8,Teacher
35,53,71,62,62,66,76,67,77,71,58,54,77,4,4,4,6,4,0,6,6,Teacher
11,77,92,76,79,66,89,77,94,100,85,63,72,6,8,4,6,3,3,9,8,Architect
14,85,68,90,100,88,78,48,72,100,80,72,63,9,9,2,3,7,9,7,1,Civil Engineer
32,65,55,55,67,56,46,56,62,56,54,45,82,4,7,3,6,9,4,3,4,Teacher
21,76,59,89,70,42,40,90,54,42,90,91,74,8,7,4,0,5,2,3,9,Teacher
29,81,48,76,40,61,79,44,57,46,62,58,45,1,9,1,8,7,4,2,3,Teacher
26,47,52,73,45,47,53,46,57,76,56,64,40,5,7,9,8,3,3,0,8,Teacher
33,67,49,69,100,59,40,61,70,55,66,51,72,3,7,7,5,6,0,1,9,Teacher
9,87,71,77,86,75,93,91,65,94,96,80,70,1,1,3,5,2,8,6,0,Medical Doctor
9,80,85,86,92,85,100,71,82,80,100,89,86,3,9,9,1,1,5,8,6,Medical Doctor
9,100,66,83,70,81,93,74,88,83,64,82,96,2,8,7,9,2,3,9,3,Medical Doctor
35,94,46,63,49,53,48,40,65,69,50,99,64,3,9,9,0,8,2,3,3,Teacher
31,51,49,65,67,42,68,59,40,93,57,52,48,8,2,0,5,9,4,3,9,Teacher
10,74,74,69,76,100,100,90,86,80,71,98,84,0,4,3,6,7,0,4,9,Architect
30,43,47,43,88,42,50,70,57,40,68,86,48,3,9,2,1,3,3,0,7,Teacher
26,58,64,40,56,68,55,56,63,67,83,67,81,9,3,7,7,9,8,3,4,Teacher
8,97,91,75,98,100,88,78,100,73,87,80,100,6,4,3,1,3,5,8,4,Medical Doctor
20,73,65,67,58,55,63,65,61,54,79,95,99,7,0,1,1,2,4,5,2,Agricultural Scientist
11,96,83,47,93,97,78,66,100,81,78,90,100,4,7,0,5,1,8,6,9,Architect
17,65,80,65,57,72,49,81,80,66,71,93,70,0,2,6,9,0,8,3,4,Agricultural Scientist
16,73,78,76,54,72,70,52,71,74,100,52,71,8,8,2,3,4,5,9,5,Nurse
6,100,84,86,95,92,98,94,63,100,99,75,71,2,4,1,9,8,4,9,3,Medical Doctor
28,56,64,59,64,69,64,55,50,79,50,47,40,7,3,3,9,0,5,1,4,Teacher
23,59,41,89,64,54,80,40,85,55,81,65,40,2,3,7,6,5,6,8,4,Teacher
35,58,40,49,56,64,58,62,45,64,85,66,60,3,5,7,2,5,6,7,4,Teacher
31,40,54,59,43,59,44,66,65,68,58,46,41,7,4,5,1,1,0,9,2,Teacher
29,63,42,77,57,79,66,65,59,66,79,51,74,6,6,0,7,8,0,9,0,Teacher
24,52,58,55,40,62,55,55,63,55,67,62,61,1,1,0,5,2,8,7,6,Teacher
24,53,44,50,46,84,57,62,75,48,51,52,49,2,6,0,6,5,3,9,5,Teacher
8,75,73,85,87,84,100,88,100,100,80,90,100,8,0,0,5,2,7,3,8,Medical Doctor
22,73,66,40,75,40,60,60,94,71,50,48,72,9,7,6,9,3,4,0,4,Teacher
16,74,78,85,71,75,46,96,95,88,83,81,76,6,3,9,8,9,9,5,7,Agricultural Scientist
31,85,73,40,80,82,46,53,81,60,51,48,99,6,0,6,6,8,4,7,2,Teacher
7,99,68,85,83,100,93,86,100,64,67,100,83,4,0,2,6,3,6,6,5,Medical Doctor
8,71,94,84,88,92,100,77,71,94,74,95,86,5,4,8,6,0,7,1,4,Medical Doctor
26,94,67,67,45,42,81,66,67,77,73,71,70,6,7,8,1,9,6,3,9,Teacher
11,87,65,82,83,100,90,71,100,66,100,84,63,1,6,3,8,1,7,0,9,Pharmacist
24,71,49,76,61,76,97,82,68,65,57,40,64,8,9,3,4,7,4,4,3,Teacher
10,100,87,68,72,95,96,71,84,98,100,87,82,8,8,5,6,6,0,5,6,Lawyer
30,67,60,67,42,40,66,40,40,58,40,52,51,8,9,5,3,3,3,8,9,Teacher
33,59,64,76,58,71,69,40,80,57,42,74,59,0,6,0,2,1,1,1,7,Teacher
33,66,59,60,54,61,60,51,50,60,46,69,50,5,5,8,3,8,5,8,1,Teacher
32,68,64,40,50,49,83,85,53,79,57,63,61,9,2,4,8,2,7,3,8,Teacher
27,53,49,60,61,64,40,54,58,62,70,40,56,6,6,0,6,0,6,5,5,Teacher
13,92,63,57,87,100,93,81,75,74,84,57,68,2,5,9,6,0,6,2,4,Nurse
23,68,79,84,88,54,48,62,83,64,61,73,59,3,1,1,1,9,0,8,5,Teacher
25,71,49,58,56,66,54,45,69,89,70,63,59,1,7,8,5,5,4,9,6,Teacher
14,82,94,63,72,85,74,74,83,94,99,90,66,5,9,8,2,4,4,4,8,Nurse
34,40,50,42,50,54,72,72,60,56,40,40,63,9,0,9,4,2,8,7,3,Teacher
26,40,59,40,68,58,53,65,45,88,57,62,59,5,6,1,1,2,3,4,3,Teacher
24,45,70,92,46,66,41,82,68,40,67,70,80,0,9,6,2,5,2,5,3,Teacher
32,80,55,61,71,62,58,74,79,81,69,70,69,0,0,6,6,8,0,1,8,Teacher
33,71,50,63,59,77,72,40,47,50,70,52,43,9,6,2,5,7,3,9,0,Teacher
16,72,73,52,69,77,83,45,68,45,68,69,85,2,5,1,1,4,4,2,9,Nurse
10,99,81,90,73,100,80,92,93,97,72,90,90,8,1,8,3,0,6,4,0,Electrical Engineer
15,67,99,88,82,100,50,76,100,69,65,89,69,8,9,3,8,7,9,3,4,Business Analyst
28,62,77,67,57,72,83,65,62,75,46,48,66,2,7,5,3,8,0,4,2,Teacher
16,85,55,73,54,61,85,90,44,78,91,50,75,4,3,0,9,4,3,5,5,Civil Engineer
22,62,65,79,73,74,85,63,88,65,80,59,75,8,1,4,3,9,6,6,2,Teacher
8,97,55,66,98,88,57,78,82,80,100,100,54,0,8,0,8,9,1,7,8,Medical Doctor
11,76,64,65,78,100,89,96,69,76,91,84,97,1,1,3,7,5,2,3,2,Electrical Engineer
18,77,69,71,65,84,85,67,67,100,80,82,93,7,5,3,0,9,5,6,7,Software Engineer
23,85,40,43,68,76,50,49,57,58,40,63,44,9,1,6,7,0,0,6,4,Teacher
30,40,61,64,76,61,46,40,71,45,58,65,60,6,9,9,2,7,3,4,4,Teacher
20,46,76,52,72,70,73,95,83,68,92,55,52,8,0,0,1,6,3,8,5,Accountant
28,70,40,45,40,40,77,85,60,67,54,77,64,3,7,5,9,5,2,6,6,Teacher
33,100,66,49,82,90,51,50,87,43,67,55,74,0,1,4,6,6,7,5,2,Teacher
6,81,81,79,100,92,75,100,100,86,80,100,100,0,9,6,3,3,8,9,5,Medical Doctor
23,46,66,84,53,55,62,94,50,48,71,88,54,7,8,3,4,7,7,1,0,Teacher
19,68,71,55,72,40,70,58,59,63,73,91,68,6,0,1,8,9,3,3,9,Agricultural Scientist
18,93,72,59,74,98,68,72,58,84,73,62,84,5,7,9,5,8,7,6,4,Teacher
7,84,80,100,93,89,100,91,84,95,41,97,82,1,0,2,7,1,4,3,8,Medical Doctor
26,50,70,72,76,82,58,42,44,87,85,81,52,0,8,4,2,0,3,9,5,Teacher
20,90,70,66,65,52,40,85,66,81,78,72,84,4,3,8,3,4,7,3,1,Accountant
21,100,47,88,75,72,75,56,73,53,75,58,75,7,9,8,9,7,1,1,4,Teacher
31,76,42,51,40,69,78,84,86,56,57,76,49,1,4,0,8,9,8,8,1,Teacher
34,41,64,50,66,89,48,79,57,64,80,92,65,8,5,4,2,3,7,0,6,Teacher
9,100,100,85,93,81,74,100,79,79,80,76,75,3,2,5,7,6,1,4,3,Lawyer
32,64,40,50,40,58,81,49,51,69,76,55,77,7,5,8,5,8,5,8,7,Teacher
9,90,100,82,89,100,79,94,95,76,100,77,91,5,1,0,2,9,7,0,7,Medical Doctor
32,65,82,60,54,73,40,67,76,41,77,40,42,0,6,1,5,5,4,1,8,Teacher
22,62,63,84,63,78,52,66,89,43,65,48,74,4,5,0,9,5,2,7,4,Teacher
6,93,92,100,97,81,97,100,100,100,100,73,97,9,8,4,3,5,6,5,8,Medical Doctor
21,69,59,56,100,71,84,74,89,67,69,65,87,1,6,1,9,4,4,2,1,Teacher
31,71,65,54,69,47,48,82,98,57,77,65,58,3,8,0,6,7,0,3,0,Teacher
32,40,73,83,68,40,56,49,60,42,77,55,70,6,9,7,6,6,8,0,7,Teacher
9,96,76,97,99,70,98,63,51,100,88,83,91,7,8,0,9,5,0,6,9,Lawyer
19,91,78,59,73,78,98,57,63,71,58,66,63,4,7,6,6,4,6,9,0,Teacher
20,85,63,94,64,85,53,69,85,74,92,63,78,9,0,5,3,3,1,7,8,Agricultural Scientist
12,100,85,76,100,82,58,72,62,81,100,95,95,5,4,2,2,0,0,9,7,Pharmacist
19,100,57,87,77,84,76,52,91,92,83,84,78,4,0,4,9,7,8,5,3,Teacher
18,82,70,57,60,64,92,68,46,59,87,79,88,9,0,8,6,3,4,3,2,Agricultural Scientist
7,83,97,100,81,100,100,80,82,88,82,96,61,2,9,8,9,7,7,4,2,Medical Doctor
9,69,73,96,84,87,100,66,56,98,68,78,81,4,3,7,1,1,3,0,9,Lawyer
14,62,100,88,92,100,84,100,61,78,70,90,43,2,1,5,2,6,1,3,7,Business Analyst
22,57,72,65,71,60,68,71,76,81,49,51,53,0,0,9,2,3,1,4,4,Teacher
6,100,78,86,98,77,97,91,100,84,81,100,100,0,8,5,5,4,1,5,0,Medical Doctor
28,66,56,47,71,75,64,54,69,67,52,63,47,2,6,5,0,4,6,5,3,Teacher
28,40,66,60,73,74,58,40,80,48,81,70,40,0,1,5,8,1,3,4,1,Teacher
8,79,87,62,88,80,96,88,75,89,73,93,100,0,9,8,1,3,0,3,8,Lawyer
31,40,40,62,83,56,46,48,40,63,78,62,100,5,4,4,6,0,5,8,4,Teacher
28,48,62,45,50,65,41,62,67,40,61,61,72,9,6,2,3,3,0,8,8,Teacher
33,53,65,52,61,71,51,90,51,62,80,81,67,0,7,7,0,5,8,4,6,Teacher
20,73,87,61,65,74,74,80,86,66,56,55,90,8,5,7,7,4,2,5,4,Accountant
8,58,75,89,71,94,74,78,98,99,100,75,78,2,1,9,2,6,5,8,2,Lawyer
24,84,60,74,54,75,51,66,67,48,55,40,58,7,0,0,2,0,2,4,1,Teacher
11,85,66,82,90,98,94,78,75,100,83,66,74,8,1,5,8,0,9,9,7,Electrical Engineer
21,70,99,62,71,99,69,52,67,72,52,61,56,7,4,1,2,1,5,1,2,Teacher
25,55,68,40,65,54,59,78,58,72,40,64,87,5,0,3,8,8,6,2,2,Teacher
30,50,48,57,43,69,65,90,69,47,50,77,40,3,0,8,2,3,2,0,9,Teacher
13,47,77,87,66,83,77,80,84,85,69,100,86,9,3,6,8,2,5,2,2,Software Engineer
22,85,46,82,69,63,100,92,40,92,67,46,85,2,2,3,2,2,3,9,7,Teacher
21,55,71,41,57,52,60,66,50,88,49,73,42,1,2,8,7,3,4,3,4,Teacher
18,87,70,71,54,87,74,82,67,45,61,40,68,2,5,1,4,5,8,3,9,Nurse
14,89,97,63,86,57,64,85,93,72,84,73,100,8,0,9,0,3,4,6,2,Business Analyst
35,71,41,63,40,71,43,62,54,51,40,40,58,5,6,4,1,6,6,2,0,Teacher
6,100,60,61,85,90,100,88,94,91,82,100,100,7,3,2,1,3,0,3,3,Medical Doctor
31,70,40,79,60,40,40,59,52,46,65,66,63,6,1,8,7,9,3,3,6,Teacher
22,40,62,60,63,54,61,89,81,73,72,51,74,3,5,2,1,2,3,5,8,Teacher
17,72,80,86,52,97,55,72,96,56,69,86,93,2,7,3,0,5,5,1,7,Agricultural Scientist
17,75,79,75,100,90,70,83,59,80,66,82,53,6,3,2,3,6,3,8,6,Teacher
18,72,79,86,53,74,58,53,77,74,80,81,65,6,8,1,1,4,4,6,3,Nurse
23,45,71,72,40,82,61,49,68,44,55,52,52,9,9,1,5,4,3,5,8,Teacher
35,43,41,58,61,57,80,70,75,51,64,44,49,1,0,4,8,6,4,4,8,Teacher
35,56,57,63,57,64,46,40,40,53,67,92,51,2,2,4,1,7,9,4,4,Teacher
29,40,68,70,68,53,63,46,40,58,40,57,59,8,0,4,8,7,7,8,6,Teacher
11,79,93,52,82,72,89,95,94,81,73,74,87,7,5,2,1,8,1,3,1,Pharmacist
16,80,79,63,60,83,62,89,64,70,66,96,100,3,2,8,4,7,0,5,6,Accountant
11,97,82,96,79,88,82,85,94,94,63,100,63,1,3,4,3,9,6,1,5,Electrical Engineer
25,82,56,75,85,56,74,56,42,62,58,48,57,3,0,4,3,1,4,1,2,Teacher
22,73,84,65,56,53,59,78,59,50,97,48,50,3,4,9,7,6,7,4,0,Teacher
30,64,72,49,62,55,67,58,73,95,69,72,52,8,4,5,8,9,4,3,7,Teacher
35,83,96,41,58,62,62,72,76,62,59,40,53,4,3,6,7,8,5,1,1,Teacher
10,81,100,100,96,71,100,78,100,89,88,79,53,0,2,7,7,0,7,2,6,Electrical Engineer
8,79,90,100,93,85,54,94,77,91,94,82,75,5,1,9,1,1,5,2,8,Medical Doctor
34,58,65,62,77,57,86,63,94,79,58,55,41,4,4,5,5,6,9,9,4,Teacher
24,46,56,71,49,53,96,67,69,54,79,82,54,4,1,6,0,4,6,6,4,Teacher
13,85,78,98,85,83,100,100,73,72,77,81,61,7,5,7,7,1,2,8,1,Nurse
25,66,57,87,47,40,51,57,40,42,70,60,90,1,6,9,1,6,8,7,8,Teacher
13,84,77,83,100,90,96,90,86,42,65,81,81,2,7,5,9,8,4,8,8,Architect
17,83,45,68,61,92,83,57,100,56,63,73,48,7,3,3,7,8,7,0,7,Teacher
19,69,74,82,40,63,81,62,93,81,59,62,65,7,4,4,6,4,6,1,0,Agricultural Scientist
26,64,53,63,49,47,56,76,40,70,77,40,55,0,2,5,4,9,8,9,1,Teacher
18,48,69,65,57,64,93,88,66,58,100,87,100,2,2,8,8,7,2,9,5,Accountant
29,65,45,46,64,59,40,69,70,40,44,42,81,1,1,6,7,8,4,4,7,Teacher
10,80,80,87,100,99,80,88,71,79,89,87,90,5,1,6,3,6,9,1,2,Civil Engineer
26,60,49,63,78,43,65,75,47,63,56,45,60,2,3,2,5,4,0,9,9,Teacher
23,44,77,61,81,57,60,73,74,50,64,100,91,0,7,0,7,1,1,9,7,Teacher
12,72,80,85,100,74,53,79,85,84,78,96,86,8,4,2,3,5,7,1,1,Nurse
8,78,77,100,79,75,100,93,84,68,96,100,73,9,4,0,8,9,0,3,3,Lawyer
17,62,81,55,67,88,59,60,76,79,91,63,51,3,4,8,1,0,6,9,3,Nurse
24,70,79,49,55,41,59,65,66,80,81,71,40,5,3,4,5,0,5,6,5,Teacher
7,100,77,85,100,97,90,66,85,71,100,90,63,8,4,0,1,6,0,1,4,Medical Doctor
27,43,40,44,49,100,62,55,63,72,60,61,77,6,6,2,1,4,2,6,2,Teacher
16,75,72,92,73,69,58,76,89,69,56,91,91,5,9,7,1,2,9,5,9,Civil Engineer
19,51,94,80,74,40,46,79,50,70,66,54,63,6,2,8,1,1,6,7,0,Accountant
12,54,100,85,52,59,86,100,69,66,50,64,89,0,3,4,7,3,4,2,2,Lawyer
6,75,100,75,83,100,75,100,90,54,100,100,78,0,2,8,9,4,5,8,1,Medical Doctor
16,83,77,70,65,63,52,71,51,71,45,91,89,7,2,4,8,1,6,6,1,Civil Engineer
18,89,49,66,83,62,71,71,65,93,87,40,92,8,2,9,9,0,5,5,1,Accountant
34,55,73,54,62,66,51,89,55,47,59,78,55,1,0,4,7,8,2,6,3,Teacher
26,81,69,91,69,49,55,58,56,51,64,52,83,6,7,9,8,3,1,7,8,Teacher
33,72,67,84,40,40,44,40,66,72,80,40,49,4,6,0,2,9,8,5,1,Teacher
8,100,91,100,70,89,98,96,93,100,100,72,92,8,3,5,1,6,6,5,0,Lawyer
